 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE      
 0440     0B      4    0   00111110 1111                                      
 0441     0C      1    0   00111110 1111                                      
 0442     03      0    0   00111110 1111                                      
 0443     04      0    0   00111110 1111                                      
 0444     05      0    0   00111110 1111                                      
 0445     06      0    0   00111110 1111                                      
 0446     07      0    0   00111110 1111                                      
 0447     08      0    0   00111110 1111                                      
 0448     09      4    0   00111110 1111                                      
 0449     0A      4    0   00111110 1111                                      
 0450     0B      4    0   00111110 1111                                      
 0451     0C      5    0   00111110 1111                                      
 0452     03      F    1   11111101 1111                                      
 0453     04      F    1   11111101 1111                                      
 0454     05      F    1   11111101 1111                                      
 0455     06      F    1   11111101 1111                                      
 0456     07      F    1   11111101 1111                                      
 0457     08      F    1   11111101 1111                                      
 0458     09      3    1   11111101 1111                                      
 0459     0A      0    1   11111101 1111                                      
 0460     0B      4    1   11111101 1111                                      
 0461     0C      1    1   11111101 1111                                      
 0462     01      0    1   11111101 1111                                      
 0463     02      0    1   11111101 1111                                      
 0464     03      0    1   11111101 1111                                      
 0465     04      0    1   11111101 1111                                      
 0466     05      0    1   11111101 1111                                      
 0467     06      8    1   00111101 1111                                      
 0468     07      0    1   00111101 1111                                      
 0469     08      0    1   00111101 1111                                      
 0470     09      4    1   00111101 1111                                      
 0471     0A      4    1   00111101 1111                                      
 0472     0B      4    1   00111101 1111                                      
 0473     0C      5    1   00111101 1111                                      
 0474     03      F    0   00111110 1111                                      
 0475     04      F    0   00111110 1111                                      
 0476     05      F    0   00111110 1111                                      
 0477     06      F    0   00111110 1111                                      
 0478     07      F    0   00111110 1111                                      
 0479     08      F    0   00111110 1111                                      
 0480     09      F    0   00111110 1111                                      
 0481     0A      F    0   00111110 1111                                      
 0482     0B      F    0   00111110 1111                                      
 0483     0C      F    0   00111110 1111                                      
 0484     01      0    0   11111110 1111                                      
 0485     02      0    0   11111110 1111                                      
 0486     03      0    0   11111110 1111                                      
 0487     04      0    0   11111110 1111                                      
 0488     05      0    0   11111110 1111                                      
 0489     06      0    0   11111110 1111                                      
 0490     07      0    0   11111110 1111                                      
 0491     08      0    0   11111110 1111                                      
 0492     09      0    0   11111110 1111                                      
 0493     0A      8    0   11111110 1111                                      
 0494     0B      0    0   11111110 1111                                      
