 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE    
 0504     7C      0    0   111110 1111                                        
 0505     7B      0    0   111110 1111                                        
 0506     7A      0    0   111110 1111                                        
 0507     79      0    0   111110 1111                                        
 0508     78      0    0   111110 1111                                        
 0509     77      5    0   111110 1111                                        
 0510     76      4    0   111110 1111                                        
 0511     75      4    0   111110 1111                                        
 0512     74      4    0   111110 1111                                        
 0513     73      5    0   111110 1111                                        
 0514     7C      F    1   111101 1111                                        
 0515     7B      F    1   111101 1111                                        
 0516     7A      F    1   111101 1111                                        
 0517     79      F    1   111101 1111                                        
 0518     78      F    1   111101 1111                                        
 0519     77      8    1   111101 1111                                        
 0520     76      3    1   111101 1111                                        
 0521     75      0    1   111101 1111                                        
 0522     74      4    1   111101 1111                                        
 0523     73      1    1   111101 1111                                        
 0524     7E      0    1   111101 1111                                        
 0525     7D      0    1   111101 1111                                        
 0526     7C      0    1   111101 1111                                        
 0527     7B      0    1   111101 1111                                        
 0528     7A      0    1   111101 1111                                        
 0529     79      8    1   111101 1111                                        
 0530     78      0    1   111101 1111                                        
 0531     77      5    1   111101 1111                                        
 0532     76      4    1   111101 1111                                        
 0533     75      4    1   111101 1111                                        
 0534     74      4    1   111101 1111                                        
 0535     73      5    1   111101 1111                                        
 0536     7C      F    0   111110 1111                                        
 0537     7B      F    0   111110 1111                                        
 0538     7A      F    0   111110 1111                                        
 0539     79      F    0   111110 1111                                        
 0540     78      F    0   111110 1111                                        
 0541     77      F    0   111110 1111                                        
 0542     76      F    0   111110 1111                                        
 0543     75      F    0   111110 1111                                        
 0544     74      F    0   111110 1111                                        
 0545     73      F    0   111110 1111                                        
 0546     7E      0    0   111110 1111                                        
 0547     7D      0    0   111110 1111                                        
 0548     7C      0    0   111110 1111                                        
 0549     7B      0    0   111110 1111                                        
 0550     7A      0    0   111110 1111                                        
 0551     79      0    0   111110 1111                                        
 0552     78      0    0   111110 1111                                        
 0553     77      0    0   111110 1111                                        
 0554     76      0    0   111110 1111                                        
 0555     75      8    0   111110 1111                                        
 0556     74      0    0   111110 1111                                        
